Date,Timestamp, Ticker,  Message ,  Price , % of Vol , Block Type , Value , SecurityType, Industry, Sector,  30DayAverage , Float, EarningsDate
11/15/2019,1:16:06 PM,GLD," 106,148 ", $137.97 ,1%,DARK BLOCK,$14.0M,ETF/Fund,ETFs,Miscellaneous," 7,545,095 ",312,N/A
11/15/2019,4:00:11 PM,GLNG," 875,100 ", $12.87 ,78%,DARK AVGPRC,$11.0M,Equity,Equipment & Services,Oil & Gas," 1,117,066 ",101,20191126
11/15/2019,1:38:01 PM,GM," 330,000 ", $37.00 ,4%,BLOCK,$12.0M,Equity,Autos- Manufacturing,Autos & Auto Parts," 8,900,465 ",1421,20200205
11/15/2019,11:02:36 AM,GM," 248,500 ", $37.01 ,3%,DARK ISOBB,$9.1M,Equity,Autos- Manufacturing,Autos & Auto Parts," 8,900,465 ",1421,20200205
11/15/2019,3:44:30 PM,GM," 245,700 ", $36.92 ,3%,DARK ISOBB,$9.0M,Equity,Autos- Manufacturing,Autos & Auto Parts," 8,900,465 ",1421,20200205
11/15/2019,1:14:40 PM,GM," 200,000 ", $36.99 ,2%,DARK BLOCK,$7.3M,Equity,Autos- Manufacturing,Autos & Auto Parts," 8,900,465 ",1421,20200205
11/15/2019,1:40:54 PM,GM," 200,000 ", $37.01 ,2%,DARK BLOCK,$7.4M,Equity,Autos- Manufacturing,Autos & Auto Parts," 8,900,465 ",1421,20200205
11/15/2019,2:51:04 PM,GM," 200,000 ", $37.00 ,2%,DARK BLOCK,$7.4M,Equity,Autos- Manufacturing,Autos & Auto Parts," 8,900,465 ",1421,20200205
11/15/2019,11:49:38 AM,GM," 199,600 ", $37.00 ,2%,DARK ISO,$7.3M,Equity,Autos- Manufacturing,Autos & Auto Parts," 8,900,465 ",1421,20200205
11/15/2019,1:22:27 PM,GM," 162,146 ", $37.00 ,2%,DARK BLOCK,$5.9M,Equity,Autos- Manufacturing,Autos & Auto Parts," 8,900,465 ",1421,20200205
11/15/2019,11:56:03 AM,GMED," 176,000 ", $54.70 ,39%,DARK BLOCK,$9.6M,Equity,Medical Instruments & Equipment,Health Care Equipment," 455,991 ",74,20200220
11/15/2019,4:24:49 PM,GOOG," 218,891 "," $1,334.87 ",17%,DARK BLOCK,$292.0M,Equity,Internet & Software,IT Services & Software," 1,256,879 ",689,20200203
11/15/2019,4:24:49 PM,GOOGL," 187,070 "," $1,333.54 ",14%,DARK BLOCK,$249.0M,Equity,Internet & Software,IT Services & Software," 1,353,600 ",689,20200203
11/15/2019,5:40:30 PM,GOOGL," 108,501 "," $1,333.54 ",8%,DARK BLOCK,$144.0M,Equity,Internet & Software,IT Services & Software," 1,353,600 ",689,20200203
11/15/2019,12:00:28 PM,GOOGL," 75,000 "," $1,330.65 ",6%,DARK BLOCK,$99.0M,Equity,Internet & Software,IT Services & Software," 1,353,600 ",689,20200203
11/15/2019,2:08:56 PM,GOVT," 2,933,508 ", $26.03 ,75%,DARK BLOCK,$76.0M,ETF/Fund,ETFs,Miscellaneous," 3,922,731 ",572,N/A
11/15/2019,4:02:05 PM,GPI," 134,282 ", $101.39 ,77%,DARK AVGPRC,$13.0M,Equity,Retail - Automotive,Retail," 174,572 ",17,20200204
11/15/2019,4:01:50 PM,GRUB," 212,248 ", $39.79 ,4%,DARK BLOCK,$8.4M,Equity,Internet & Software,IT Services & Software," 5,540,383 ",89,20200206
11/15/2019,4:00:12 PM,HALO," 384,300 ", $18.91 ,21%,DARK AVGPRC,$7.2M,Equity,Biotechnology,Pharmaceuticals & Biotechnology," 1,848,181 ",142,20200220
11/15/2019,3:31:53 PM,HBAN," 432,800 ", $14.77 ,6%,DARK AVGPRC,$6.3M,Equity,Banking,Banking & Savings," 7,418,967 ",1020,20200123
11/15/2019,11:53:35 AM,HBI," 996,688 ", $15.43 ,21%,DARK ISOBB,$15.0M,Equity,"Apparel, Footwear & Accessories",Textiles & Apparel," 4,841,463 ",357,20200206
11/15/2019,10:46:17 AM,HBI," 493,426 ", $15.32 ,10%,DARK ISOBB,$7.5M,Equity,"Apparel, Footwear & Accessories",Textiles & Apparel," 4,841,463 ",357,20200206
11/15/2019,3:51:09 PM,HCA," 104,500 ", $138.00 ,8%,DARK BLOCK,$14.0M,Equity,Hospitals & Health Care Facilities,Health Care Services," 1,280,361 ",330,20200204
11/15/2019,3:27:56 PM,HLF," 319,420 ", $44.19 ,31%,DARK ISOAA,$14.0M,Equity,Household & Personal Products,Household & Personal Products," 1,041,736 ",137,20200218
11/15/2019,3:30:26 PM,HOLX," 499,383 ", $47.15 ,23%,DARK ISOBB,$23.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,204,221 ",264,20200129
11/15/2019,3:02:57 PM,HOLX," 498,900 ", $47.15 ,23%,DARK ISOBB,$23.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,204,221 ",264,20200129
11/15/2019,12:23:01 PM,HOLX," 250,000 ", $47.20 ,11%,DARK ISO,$11.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,204,221 ",264,20200129
11/15/2019,3:27:33 PM,HOLX," 250,000 ", $47.15 ,11%,DARK ISOBB,$11.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,204,221 ",264,20200129
11/15/2019,3:36:03 PM,HOLX," 222,675 ", $47.15 ,10%,DARK ISOBB,$10.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,204,221 ",264,20200129
11/15/2019,10:02:15 AM,HOLX," 174,418 ", $47.04 ,8%,DARK BLOCK,$8.2M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,204,221 ",264,20200129
11/15/2019,3:51:44 PM,HOLX," 125,000 ", $47.15 ,6%,DARK BLOCK,$5.8M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,204,221 ",264,20200129
11/15/2019,5:42:15 PM,HON," 202,229 ", $181.75 ,8%,DARK BLOCK,$36.0M,Equity,Auto Parts,Autos & Auto Parts," 2,612,329 ",709,20200207
11/15/2019,9:38:47 AM,HPE," 314,320 ", $17.12 ,4%,DARK BLOCK,$5.3M,Equity,IT Services,IT Services & Software," 8,552,860 ",1298,20191125
11/15/2019,4:04:46 PM,HPE," 291,800 ", $17.23 ,3%,DARK BLOCK,$5.0M,Equity,IT Services,IT Services & Software," 8,552,860 ",1298,20191125
11/15/2019,2:47:17 PM,HSBC," 1,042,291 ", $36.85 ,38%,DARK AVGPRC,$38.0M,Equity,Banking,Banking & Savings," 2,720,449 ",4052,20200218
11/15/2019,12:03:26 PM,HSBC," 502,185 ", $36.84 ,18%,DARK AVGPRC,$18.0M,Equity,Banking,Banking & Savings," 2,720,449 ",4052,20200218
11/15/2019,11:40:59 AM,HSBC," 360,000 ", $36.95 ,13%,DARK BLOCK,$13.0M,Equity,Banking,Banking & Savings," 2,720,449 ",4052,20200218
11/15/2019,11:41:15 AM,HSBC," 200,000 ", $36.95 ,7%,DARK BLOCK,$7.3M,Equity,Banking,Banking & Savings," 2,720,449 ",4052,20200218
11/15/2019,11:41:35 AM,HSBC," 200,000 ", $36.95 ,7%,DARK BLOCK,$7.3M,Equity,Banking,Banking & Savings," 2,720,449 ",4052,20200218
11/15/2019,8:59:57 AM,HSBC," 178,204 ", $36.60 ,7%,DARK BLOCK,$6.5M,Equity,Banking,Banking & Savings," 2,720,449 ",4052,20200218
11/15/2019,12:00:15 PM,HSBC," 150,000 ", $37.00 ,6%,DARK AVGPRC,$5.5M,Equity,Banking,Banking & Savings," 2,720,449 ",4052,20200218
11/15/2019,5:40:33 PM,HYG," 1,132,004 ", $86.94 ,7%,DARK BLOCK,$98.0M,ETF/Fund,ETFs,Miscellaneous," 15,366,729 ",220,N/A
11/15/2019,4:00:07 PM,HYG," 1,000,000 ", $86.94 ,7%,DARK BLOCK,$86.0M,ETF/Fund,ETFs,Miscellaneous," 15,366,729 ",220,N/A
11/15/2019,4:00:07 PM,HYG," 505,273 ", $86.94 ,3%,DARK BLOCK,$43.0M,ETF/Fund,ETFs,Miscellaneous," 15,366,729 ",220,N/A
11/15/2019,1:38:56 PM,HYG," 390,000 ", $86.92 ,3%,DARK BLOCK,$33.0M,ETF/Fund,ETFs,Miscellaneous," 15,366,729 ",220,N/A
11/15/2019,10:35:19 AM,HYG," 372,700 ", $86.90 ,2%,DARK ISOBB,$32.0M,ETF/Fund,ETFs,Miscellaneous," 15,366,729 ",220,N/A
11/15/2019,4:01:30 PM,HYG," 288,000 ", $86.93 ,2%,DARK BLOCK,$25.0M,ETF/Fund,ETFs,Miscellaneous," 15,366,729 ",220,N/A
11/15/2019,11:38:03 AM,HYG," 219,000 ", $86.95 ,1%,DARK BLOCK,$19.0M,ETF/Fund,ETFs,Miscellaneous," 15,366,729 ",220,N/A
11/15/2019,5:25:18 PM,HYG," 150,600 ", $86.94 ,1%,DARK BLOCK,$13.0M,ETF/Fund,ETFs,Miscellaneous," 15,366,729 ",220,N/A
11/15/2019,11:47:26 AM,HYG," 138,000 ", $86.94 ,1%,DARK BLOCK,$11.0M,ETF/Fund,ETFs,Miscellaneous," 15,366,729 ",220,N/A
11/15/2019,4:09:41 PM,HYMB," 100,000 ", $58.82 ,62%,DARK BLOCK,$5.8M,ETF/Fund,ETFs,Miscellaneous," 161,640 ",16,N/A
11/15/2019,3:30:18 PM,IAU," 604,935 ", $14.03 ,4%,DARK BLOCK,$8.4M,ETF/Fund,,," 16,860,455 ",1202,N/A
11/15/2019,11:07:22 AM,IBB," 200,000 ", $111.08 ,10%,DARK ISOAA,$22.0M,ETF/Fund,ETFs,Miscellaneous," 2,101,476 ",64,N/A
11/15/2019,1:33:04 PM,IBND," 373,194 ", $33.48 ,769%,DARK ISOBBDay,$12.0M,ETF/Fund,ETFs,Miscellaneous," 48,537 ",5,N/A
11/15/2019,4:02:57 PM,ICE," 246,467 ", $92.96 ,11%,DARK BLOCK,$22.0M,Equity,Finance Intermediaries & Services,Investments & Brokers," 2,261,576 ",556,20200206
11/15/2019,3:29:32 PM,ICE," 109,600 ", $92.93 ,5%,DARK BLOCK,$10.0M,Equity,Finance Intermediaries & Services,Investments & Brokers," 2,261,576 ",556,20200206
11/15/2019,12:29:15 PM,IEFA," 399,972 ", $64.09 ,5%,DARK ISO,$25.0M,ETF/Fund,ETFs,Miscellaneous," 7,770,350 ",1074,N/A
11/15/2019,9:37:29 AM,IEFA," 100,000 ", $63.92 ,1%,DARK BLOCK,$6.3M,ETF/Fund,ETFs,Miscellaneous," 7,770,350 ",1074,N/A
11/15/2019,12:23:55 PM,IEMG," 2,734,461 ", $51.93 ,21%,DARK ISO,$142.0M,ETF/Fund,,," 12,864,261 ",1098,N/A
11/15/2019,4:26:59 PM,IEMG," 1,000,000 ", $51.82 ,8%,DARK BLOCK,$51.0M,ETF/Fund,,," 12,864,261 ",1098,N/A
11/15/2019,12:06:24 PM,IEMG," 898,215 ", $51.91 ,7%,DARK ISOAA,$46.0M,ETF/Fund,,," 12,864,261 ",1098,N/A
11/15/2019,9:44:44 AM,IEMG," 780,000 ", $51.84 ,6%,DARK BLOCK,$40.0M,ETF/Fund,,," 12,864,261 ",1098,N/A
11/15/2019,3:47:26 PM,IEMG," 689,775 ", $51.81 ,5%,DARK BLOCK,$35.0M,ETF/Fund,,," 12,864,261 ",1098,N/A
11/15/2019,10:34:55 AM,IEMG," 177,598 ", $51.85 ,1%,DARK BLOCK,$9.2M,ETF/Fund,,," 12,864,261 ",1098,N/A
11/15/2019,4:10:32 PM,IGHG," 184,412 ", $75.60 ,859%,DARK BLOCK,$13.0M,ETF/Fund,,," 21,474 ",3,N/A
11/15/2019,12:10:20 PM,IGIB," 113,445 ", $57.80 ,13%,DARK BLOCK,$6.5M,ETF/Fund,ETFs,Miscellaneous," 869,050 ",154,N/A
11/15/2019,4:10:22 PM,IJR," 150,000 ", $80.89 ,6%,DARK BLOCK,$12.0M,ETF/Fund,ETFs,Miscellaneous," 2,659,433 ",564,N/A
11/15/2019,9:45:55 AM,IJR," 116,705 ", $80.94 ,4%,DARK BLOCK,$9.4M,ETF/Fund,ETFs,Miscellaneous," 2,659,433 ",564,N/A
11/15/2019,12:13:18 PM,IJR," 113,727 ", $80.86 ,4%,DARK ISOAA,$9.1M,ETF/Fund,ETFs,Miscellaneous," 2,659,433 ",564,N/A
11/15/2019,11:21:12 AM,IJR," 113,666 ", $80.77 ,4%,DARK ISOAA,$9.1M,ETF/Fund,ETFs,Miscellaneous," 2,659,433 ",564,N/A
11/15/2019,11:46:34 AM,ILF," 157,381 ", $32.39 ,11%,DARK BLOCK,$5.0M,ETF/Fund,ETFs,Miscellaneous," 1,409,095 ",54,N/A
11/15/2019,4:24:49 PM,INCY," 114,051 ", $86.70 ,13%,DARK BLOCK,$9.8M,Equity,Biotechnology,Pharmaceuticals & Biotechnology," 901,118 ",178,20200213
11/15/2019,11:53:01 AM,INDA," 265,722 ", $34.21 ,7%,DARK ISO,$9.0M,ETF/Fund,ETFs,Miscellaneous," 3,926,010 ",152,N/A
11/15/2019,10:13:22 AM,INFY," 1,000,000 ", $9.87 ,4%,DARK ISOBB,$9.8M,Equity,IT Services,IT Services & Software," 22,494,149 ",3288,20200110
11/15/2019,4:04:59 PM,INGR," 485,664 ", $83.84 ,119%,DARK BLOCK,$40.0M,Equity,Food,Food & Beverage," 409,171 ",66,20200204
11/15/2019,5:42:15 PM,INTC," 332,851 ", $57.96 ,2%,DARK BLOCK,$19.0M,Equity,Semiconductors,IT Hardware," 18,217,992 ",4349,20200123
11/15/2019,5:42:08 PM,INTC," 293,430 ", $57.96 ,2%,DARK BLOCK,$17.0M,Equity,Semiconductors,IT Hardware," 18,217,992 ",4349,20200123
11/15/2019,10:48:35 AM,INVH," 200,000 ", $29.86 ,6%,DARK BLOCK,$5.9M,Equity,"Property, Real Estate & Development",Real Estate," 3,348,076 ",538,20200213
11/15/2019,5:42:17 PM,IP," 160,772 ", $45.65 ,6%,DARK BLOCK,$7.3M,Equity,Containers & Packaging,Paper & Forest Products," 2,593,460 ",390,20200130
11/15/2019,10:58:56 AM,IP," 132,962 ", $45.68 ,5%,DARK ISOAA,$6.0M,Equity,Containers & Packaging,Paper & Forest Products," 2,593,460 ",390,20200130
11/15/2019,4:02:38 PM,IPHI," 293,000 ", $73.70 ,31%,DARK AVGPRC,$21.0M,Equity,Semiconductors,IT Hardware," 947,102 ",44,20200204
11/15/2019,4:07:45 PM,IR," 248,295 ", $128.70 ,18%,DARK BLOCK,$31.0M,Equity,Industrial Machinery & Equipment,Machinery," 1,404,968 ",237,20200129
11/15/2019,4:07:46 PM,IRM," 194,080 ", $33.58 ,9%,DARK BLOCK,$6.5M,Equity,REITs,Real Estate," 2,148,806 ",287,20200213
11/15/2019,1:43:15 PM,ITM," 340,094 ", $50.01 ,260%,DARK ISOBB,$17.0M,ETF/Fund,ETFs,Miscellaneous," 130,680 ",37,N/A
11/15/2019,2:23:24 PM,ITOT," 106,348 ", $70.36 ,8%,DARK BLOCK,$7.4M,ETF/Fund,ETFs,Miscellaneous," 1,322,249 ",348,N/A
11/15/2019,9:38:48 AM,IVV," 660,000 ", $312.13 ,21%,DARK ISOBB,$206.0M,ETF/Fund,ETFs,Miscellaneous," 3,112,235 ",626,N/A
11/15/2019,12:31:39 PM,IVV," 311,584 ", $313.11 ,10%,DARK BLOCK,$97.0M,ETF/Fund,ETFs,Miscellaneous," 3,112,235 ",626,N/A
11/15/2019,9:59:12 AM,IVV," 200,000 ", $312.08 ,6%,DARK BLOCK,$62.0M,ETF/Fund,ETFs,Miscellaneous," 3,112,235 ",626,N/A
11/15/2019,2:27:59 PM,IWB," 140,027 ", $172.67 ,16%,DARK ISOAA,$24.0M,ETF/Fund,ETFs,Miscellaneous," 857,057 ",123,N/A
11/15/2019,9:46:02 AM,IWD," 110,248 ", $133.25 ,6%,DARK ISOBB,$14.0M,ETF/Fund,ETFs,Miscellaneous," 1,698,055 ",309,N/A
11/15/2019,4:00:06 PM,IWM," 500,000 ", $158.92 ,3%,DARK BLOCK,$79.0M,ETF/Fund,ETFs,Miscellaneous," 14,671,362 ",285,N/A
11/15/2019,12:32:24 PM,IWM," 300,000 ", $159.04 ,2%,DARK BLOCK,$47.0M,ETF/Fund,ETFs,Miscellaneous," 14,671,362 ",285,N/A
11/15/2019,3:42:21 PM,IWM," 300,000 ", $158.79 ,2%,BLOCK,$47.0M,ETF/Fund,ETFs,Miscellaneous," 14,671,362 ",285,N/A
11/15/2019,12:21:28 PM,IWM," 251,619 ", $158.16 ,2%,DARK BLOCK SP1,$39.0M,ETF/Fund,ETFs,Miscellaneous," 14,671,362 ",285,N/A
11/15/2019,12:37:35 PM,IWM," 251,619 ", $158.16 ,2%,DARK BLOCK SP2,$39.0M,ETF/Fund,ETFs,Miscellaneous," 14,671,362 ",285,N/A
11/15/2019,2:14:45 PM,IWM," 251,619 ", $158.16 ,2%,DARK BLOCK SP3,$39.0M,ETF/Fund,ETFs,Miscellaneous," 14,671,362 ",285,N/A
11/15/2019,10:27:25 AM,IWM," 250,000 ", $159.06 ,2%,DARK AVGPRC,$39.0M,ETF/Fund,ETFs,Miscellaneous," 14,671,362 ",285,N/A
11/15/2019,11:59:37 AM,IWM," 250,000 ", $158.85 ,2%,DARK BLOCK,$39.0M,ETF/Fund,ETFs,Miscellaneous," 14,671,362 ",285,N/A
11/15/2019,12:32:35 PM,IWM," 200,000 ", $159.04 ,1%,DARK BLOCK,$31.0M,ETF/Fund,ETFs,Miscellaneous," 14,671,362 ",285,N/A
11/15/2019,10:30:51 AM,IWM," 127,400 ", $158.51 ,1%,BLOCK,$20.0M,ETF/Fund,ETFs,Miscellaneous," 14,671,362 ",285,N/A
11/15/2019,11:02:55 AM,IWM," 124,338 ", $158.75 ,1%,BLOCK,$19.0M,ETF/Fund,ETFs,Miscellaneous," 14,671,362 ",285,N/A
11/15/2019,11:10:02 AM,IWM," 105,000 ", $158.98 ,1%,BLOCK,$16.0M,ETF/Fund,ETFs,Miscellaneous," 14,671,362 ",285,N/A
11/15/2019,4:10:52 PM,IWM," 103,000 ", $158.92 ,1%,DARK BLOCK,$16.0M,ETF/Fund,ETFs,Miscellaneous," 14,671,362 ",285,N/A
11/15/2019,3:40:19 PM,IWM," 100,000 ", $158.80 ,1%,BLOCK,$15.0M,ETF/Fund,ETFs,Miscellaneous," 14,671,362 ",285,N/A
11/15/2019,3:41:58 PM,IWM," 100,000 ", $158.75 ,1%,BLOCK,$15.0M,ETF/Fund,ETFs,Miscellaneous," 14,671,362 ",285,N/A
11/15/2019,4:08:01 PM,JCI," 164,773 ", $42.47 ,3%,DARK AVGPRC,$6.9M,Equity,Miscellaneous Consumer Goods,Consumer Goods," 5,249,343 ",795,20200207
11/15/2019,12:19:29 PM,JD," 2,500,000 ", $34.00 ,25%,DARK ISOAA,$85.0M,Equity,Retail - Appliances and Electronics,Retail," 10,091,157 ",1216,20191115
11/15/2019,9:49:31 AM,JD," 250,000 ", $34.45 ,2%,DARK BLOCK,$8.6M,Equity,Retail - Appliances and Electronics,Retail," 10,091,157 ",1216,20191115
11/15/2019,10:30:55 AM,JD," 250,000 ", $34.42 ,2%,DARK ISOAA,$8.6M,Equity,Retail - Appliances and Electronics,Retail," 10,091,157 ",1216,20191115
11/15/2019,10:02:28 AM,JD," 154,997 ", $34.33 ,2%,DARK BLOCK,$5.3M,Equity,Retail - Appliances and Electronics,Retail," 10,091,157 ",1216,20191115
11/15/2019,4:24:49 PM,JNJ," 1,729,955 ", $134.94 ,22%,DARK BLOCK,$233.0M,Equity,Pharmaceuticals,Pharmaceuticals & Biotechnology," 7,832,790 ",2625,20200128
11/15/2019,4:01:53 PM,JNPR," 551,213 ", $25.51 ,16%,DARK BLOCK,$14.0M,Equity,Peripherals,IT Hardware," 3,538,436 ",331,20200204
11/15/2019,5:42:17 PM,JPM," 759,546 ", $129.53 ,7%,DARK BLOCK,$98.0M,Equity,Banking,Banking & Savings," 10,976,560 ",3112,20200121
11/15/2019,4:00:13 PM,JPM," 345,304 ", $129.53 ,3%,DARK BLOCK,$44.0M,Equity,Banking,Banking & Savings," 10,976,560 ",3112,20200121
11/15/2019,12:20:51 PM,JPM," 100,000 ", $129.33 ,1%,DARK BLOCK,$12.0M,Equity,Banking,Banking & Savings," 10,976,560 ",3112,20200121
11/15/2019,10:00:28 AM,JPST," 405,135 ", $50.47 ,21%,DARK BLOCK,$20.0M,ETF/Fund,,," 1,974,679 ",194,N/A
11/15/2019,1:18:38 PM,JPST," 147,798 ", $50.49 ,7%,DARK BLOCK,$7.4M,ETF/Fund,,," 1,974,679 ",194,N/A
11/15/2019,10:00:47 AM,JPST," 109,682 ", $50.47 ,6%,DARK BLOCK,$5.5M,ETF/Fund,,," 1,974,679 ",194,N/A
11/15/2019,5:40:31 PM,K," 120,527 ", $64.66 ,7%,DARK BLOCK,$7.7M,Equity,Food,Food & Beverage," 1,694,270 ",340,20200206
11/15/2019,10:22:51 AM,KEM," 429,341 ", $26.34 ,20%,DARK ISOBB,$11.0M,Equity,Electrical Equipment,Electrical Equipment," 2,107,726 ",57,20200130
11/15/2019,4:02:32 PM,KEM," 218,001 ", $26.23 ,10%,DARK BLOCK,$5.7M,Equity,Electrical Equipment,Electrical Equipment," 2,107,726 ",57,20200130
11/15/2019,4:24:49 PM,KMI," 2,098,064 ", $20.44 ,18%,DARK BLOCK,$42.0M,Equity,Equipment & Services,Oil & Gas," 11,663,691 ",1949,20200115
11/15/2019,3:33:21 PM,KMI," 443,582 ", $20.43 ,4%,DARK ISOBB,$9.0M,Equity,Equipment & Services,Oil & Gas," 11,663,691 ",1949,20200115
11/15/2019,5:51:28 PM,KMI," 366,541 ", $20.44 ,3%,DARK BLOCK,$7.4M,Equity,Equipment & Services,Oil & Gas," 11,663,691 ",1949,20200115
11/15/2019,4:59:03 PM,KMI," 343,591 ", $20.44 ,3%,DARK BLOCK,$7.0M,Equity,Equipment & Services,Oil & Gas," 11,663,691 ",1949,20200115
11/15/2019,4:09:04 PM,KMI," 257,349 ", $20.44 ,2%,DARK BLOCK,$5.2M,Equity,Equipment & Services,Oil & Gas," 11,663,691 ",1949,20200115
11/15/2019,4:02:22 PM,KNSL," 162,217 ", $94.97 ,77%,DARK BLOCK,$15.0M,Equity,General Insurance,Insurance," 209,393 ",22,20200220
11/15/2019,4:00:14 PM,KNSL," 139,072 ", $94.97 ,66%,DARK AVGPRC,$13.0M,Equity,General Insurance,Insurance," 209,393 ",22,20200220
11/15/2019,4:22:18 PM,KNX," 225,750 ", $37.23 ,15%,DARK BLOCK,$8.4M,Equity,Trucking,Transport," 1,529,000 ",170,20200204
11/15/2019,10:58:06 AM,KO," 116,000 ", $52.44 ,1%,BLOCK,$6.0M,Equity,Beverages,Food & Beverage," 10,888,386 ",4227,20200213
11/15/2019,4:00:08 PM,KR," 307,751 ", $26.75 ,4%,DARK BLOCK,$8.2M,Equity,"Retail - Food & Beverage, Drug & Tobacco",Retail," 7,971,538 ",790,20191205
11/15/2019,4:00:07 PM,KRE," 150,000 ", $55.98 ,3%,DARK BLOCK,$8.3M,ETF/Fund,ETFs,Miscellaneous," 5,443,293 ",36,N/A
11/15/2019,12:15:46 PM,KSU," 156,029 ", $153.65 ,14%,DARK ISOBB,$23.0M,Equity,Rail,Transport," 1,113,217 ",98,20200117
11/15/2019,4:00:07 PM,LAMR," 325,282 ", $83.46 ,87%,DARK BLOCK,$27.0M,Equity,REITs,Real Estate," 374,347 ",100,20200219
11/15/2019,3:52:26 PM,LEN," 101,800 ", $59.26 ,3%,DARK BLOCK,$6.0M,Equity,Builders,Consumer Services," 3,329,000 ",290,20200108
11/15/2019,5:40:31 PM,LHX," 112,860 ", $202.52 ,8%,DARK BLOCK,$22.0M,Equity,Defense,Aerospace & Defense," 1,468,555 ",221,20200204
11/15/2019,4:12:45 PM,LIN," 647,668 ", $209.71 ,51%,DARK BLOCK,$135.0M,Equity,Specialty Chemicals,Chemicals," 1,265,916 ",544,20200211
11/15/2019,9:59:48 AM,LITE," 100,000 ", $67.66 ,8%,DARK BLOCK,$6.7M,Equity,Manufacturing,Communications," 1,250,716 ",76,20200204
11/15/2019,4:31:10 PM,LK," 400,000 ", $27.02 ,14%,DARK BLOCK,$10.0M,Equity,"Hotels, Restaurants & Travel",Consumer Services," 2,817,498 ",235,TBA
11/15/2019,5:42:17 PM,LKQ," 149,414 ", $35.55 ,8%,DARK BLOCK,$5.3M,Equity,Auto Parts,Autos & Auto Parts," 1,890,431 ",304,20200227
11/15/2019,4:13:19 PM,LLY," 185,500 ", $113.19 ,6%,DARK AVGPRC,$20.0M,Equity,Pharmaceuticals,Pharmaceuticals & Biotechnology," 3,085,421 ",959,20200205
11/15/2019,12:46:40 PM,LMBS," 461,135 ", $51.88 ,93%,DARK ISOBBDay,$23.0M,ETF/Fund,,," 493,562 ",72,N/A
11/15/2019,8:19:38 AM,LN," 328,000 ", $46.81 ,213%,DARK BLOCK,$15.0M,Equity,IT Services,IT Services & Software," 153,853 ",240,20191030
11/15/2019,11:56:18 AM,LOGM," 100,000 ", $79.30 ,17%,DARK BLOCK,$7.9M,Equity,Internet & Software,IT Services & Software," 580,959 ",48,20200213
11/15/2019,4:03:14 PM,LOW," 347,077 ", $115.52 ,11%,DARK BLOCK,$40.0M,Equity,Retail - Hardware & Home Improvement,Retail," 3,106,254 ",771,20191120
11/15/2019,4:05:47 PM,LPT," 253,788 ", $60.12 ,12%,DARK BLOCK,$15.0M,Equity,REITs,Real Estate," 2,090,160 ",156,20200204
11/15/2019,11:30:57 AM,LQD," 250,000 ", $126.82 ,3%,DARK ISO,$31.0M,ETF/Fund,ETFs,Miscellaneous," 8,937,482 ",275,N/A
11/15/2019,11:22:17 AM,LQD," 150,000 ", $126.87 ,2%,DARK BLOCK,$19.0M,ETF/Fund,ETFs,Miscellaneous," 8,937,482 ",275,N/A
11/15/2019,2:03:06 PM,LQDH," 244,345 ", $94.03 ,4063%,DARK ISO,$22.0M,ETF/Fund,,," 6,014 ",1,N/A
11/15/2019,10:59:38 AM,LVS," 159,216 ", $62.44 ,5%,DARK ISOAA,$9.9M,Equity,"Hotels, Restaurants & Travel",Consumer Services," 3,493,569 ",687,20200122
11/15/2019,4:41:29 PM,LYFT," 457,950 ", $43.04 ,7%,DARK BLOCK,$19.0M,Equity,Miscellaneous Transportation Services,Transport," 6,260,752 ",297,20200129
11/15/2019,4:05:53 PM,MA," 189,487 ", $280.78 ,6%,DARK AVGPRC,$53.0M,Equity,Business Services,Commercial Services & Supplies," 3,342,224 ",971,20200130
11/15/2019,2:58:28 PM,MAS," 152,594 ", $45.75 ,6%,DARK BLOCK,$6.9M,Equity,Retail - Hardware & Home Improvement,Retail," 2,474,248 ",282,20200206
11/15/2019,2:22:50 PM,MBB," 791,581 ", $108.08 ,90%,DARK BLOCK,$85.0M,ETF/Fund,ETFs,Miscellaneous," 882,629 ",181,N/A
11/15/2019,3:18:27 PM,MCD," 100,000 ", $193.55 ,2%,DARK BLOCK,$19.0M,Equity,"Hotels, Restaurants & Travel",Consumer Services," 4,915,402 ",751,20200129
11/15/2019,2:33:30 PM,MCHI," 152,181 ", $59.11 ,5%,DARK BLOCK,$8.9M,ETF/Fund,ETFs,Miscellaneous," 3,203,939 ",66,N/A
11/15/2019,4:24:49 PM,MDLZ," 209,591 ", $52.82 ,4%,DARK BLOCK,$11.0M,Equity,Food,Food & Beverage," 5,831,923 ",1418,20200129
11/15/2019,5:40:30 PM,MDLZ," 127,083 ", $52.82 ,2%,DARK BLOCK,$6.7M,Equity,Food,Food & Beverage," 5,831,923 ",1418,20200129
11/15/2019,4:17:31 PM,MDY," 100,000 ", $364.60 ,11%,DARK BLOCK,$36.0M,ETF/Fund,ETFs,Miscellaneous," 941,729 ",53,N/A
